proceso,emprcodi,pericodi,revision,publicacion_pericodi,componente,monto,origen
LVTA,EMPRESA_028,130,2,132,Valorización de Entregas,16953988.593473,sintetico
LVTA,EMPRESA_028,130,2,132,Valorización de Retiros,-5405241.312436,sintetico
LVTA,EMPRESA_028,130,2,132,Ingreso Tarifario y Rentas por Congestión,-117626.385037,sintetico
LVTA,EMPRESA_028,130,3,138,Valorización de Entregas,17288647.602523,sintetico
LVTA,EMPRESA_028,130,3,138,Valorización de Retiros,-5838214.071667,sintetico
LVTA,EMPRESA_028,130,3,138,Ingreso Tarifario y Rentas por Congestión,-45302.924956,sintetico
LVTA,EMPRESA_028,131,0,131,Valorización de Entregas,949834.90213,sintetico
LVTA,EMPRESA_028,131,0,131,Valorización de Retiros,-410986.782505,sintetico
LVTA,EMPRESA_028,131,0,131,Ingreso Tarifario y Rentas por Congestión,70865.798774,sintetico
LVTA,EMPRESA_028,131,1,132,Valorización de Entregas,946789.243908,sintetico
LVTA,EMPRESA_028,131,1,132,Valorización de Retiros,-387964.819552,sintetico
LVTA,EMPRESA_028,131,1,132,Ingreso Tarifario y Rentas por Congestión,64452.127644,sintetico
LVTA,EMPRESA_028,131,2,133,Valorización de Entregas,969127.992158,sintetico
LVTA,EMPRESA_028,131,2,133,Valorización de Retiros,-390123.756026,sintetico
LVTA,EMPRESA_028,131,2,133,Ingreso Tarifario y Rentas por Congestión,58133.661468,sintetico
LVTA,EMPRESA_028,131,3,138,Valorización de Entregas,950676.051287,sintetico
LVTA,EMPRESA_028,131,3,138,Valorización de Retiros,-384107.452061,sintetico
LVTA,EMPRESA_028,131,3,138,Ingreso Tarifario y Rentas por Congestión,63861.498773,sintetico
LVTA,EMPRESA_028,132,0,132,Valorización de Entregas,593477.693288,sintetico
LVTA,EMPRESA_028,132,0,132,Valorización de Retiros,-1528812.577934,sintetico
LVTA,EMPRESA_028,132,0,132,Ingreso Tarifario y Rentas por Congestión,-101598.945454,sintetico
LVTA,EMPRESA_028,132,1,133,Valorización de Entregas,570064.16214,sintetico
LVTA,EMPRESA_028,132,1,133,Valorización de Retiros,-1568613.844495,sintetico
LVTA,EMPRESA_028,132,1,133,Ingreso Tarifario y Rentas por Congestión,-54447.912845,sintetico
LVTA,EMPRESA_028,132,2,134,Valorización de Entregas,505232.958618,sintetico
LVTA,EMPRESA_028,132,2,134,Valorización de Retiros,-1483227.522503,sintetico
LVTA,EMPRESA_028,132,2,134,Ingreso Tarifario y Rentas por Congestión,-44950.540115,sintetico
LVTA,EMPRESA_028,132,3,139,Valorización de Entregas,512075.81306,real
LVTA,EMPRESA_028,132,3,139,Valorización de Retiros,-1482310.941884,real
LVTA,EMPRESA_028,132,3,139,Ingreso Tarifario y Rentas por Congestión,-57635.539676,real
LVTA,EMPRESA_028,133,0,133,Valorización de Entregas,819260.877176,sintetico
LVTA,EMPRESA_028,133,0,133,Valorización de Retiros,-2036399.415909,sintetico
LVTA,EMPRESA_028,133,0,133,Ingreso Tarifario y Rentas por Congestión,-124617.959367,sintetico
LVTA,EMPRESA_028,133,1,134,Valorización de Entregas,817787.67587,sintetico
LVTA,EMPRESA_028,133,1,134,Valorización de Retiros,-2126137.176472,sintetico
LVTA,EMPRESA_028,133,1,134,Ingreso Tarifario y Rentas por Congestión,-56752.994898,sintetico
LVTA,EMPRESA_028,133,2,135,Valorización de Entregas,862332.367403,real
LVTA,EMPRESA_028,133,2,135,Valorización de Retiros,-2109297.4948,real
LVTA,EMPRESA_028,133,2,135,Ingreso Tarifario y Rentas por Congestión,-89214.848102,real
LVTA,EMPRESA_028,134,0,134,Valorización de Entregas,989131.300514,sintetico
LVTA,EMPRESA_028,134,0,134,Valorización de Retiros,-2665355.771275,sintetico
LVTA,EMPRESA_028,134,0,134,Ingreso Tarifario y Rentas por Congestión,93079.775661,sintetico
LVTA,EMPRESA_028,134,1,135,Valorización de Entregas,1025938.140919,real
LVTA,EMPRESA_028,134,1,135,Valorización de Retiros,-2632857.094829,real
LVTA,EMPRESA_028,134,1,135,Ingreso Tarifario y Rentas por Congestión,100370.98261,real
LVTA,EMPRESA_028,135,0,135,Valorización de Entregas,1791140.298991,sintetico
LVTA,EMPRESA_028,135,0,135,Valorización de Retiros,-477937.006794,sintetico
LVTA,EMPRESA_028,135,0,135,Ingreso Tarifario y Rentas por Congestión,34644.234802,sintetico
LVTA,EMPRESA_028,135,1,136,Valorización de Entregas,1691098.434632,sintetico
LVTA,EMPRESA_028,135,1,136,Valorización de Retiros,-457249.435791,sintetico
LVTA,EMPRESA_028,135,1,136,Ingreso Tarifario y Rentas por Congestión,71386.378059,sintetico
LVTA,EMPRESA_028,135,2,137,Valorización de Entregas,1786619.403713,real
LVTA,EMPRESA_028,135,2,137,Valorización de Retiros,-516015.985727,real
LVTA,EMPRESA_028,135,2,137,Ingreso Tarifario y Rentas por Congestión,69698.600914,real
LVTA,EMPRESA_028,136,0,136,Valorización de Entregas,7831366.092319,sintetico
LVTA,EMPRESA_028,136,0,136,Valorización de Retiros,-1504288.005232,sintetico
LVTA,EMPRESA_028,136,0,136,Ingreso Tarifario y Rentas por Congestión,-82299.435287,sintetico
LVTA,EMPRESA_028,136,1,137,Valorización de Entregas,7585643.918013,real
LVTA,EMPRESA_028,136,1,137,Valorización de Retiros,-1482273.313824,real
LVTA,EMPRESA_028,136,1,137,Ingreso Tarifario y Rentas por Congestión,-209814.769389,real
LVTA,EMPRESA_028,137,0,137,Valorización de Entregas,8968305.333269,sintetico
LVTA,EMPRESA_028,137,0,137,Valorización de Retiros,-3964476.804329,sintetico
LVTA,EMPRESA_028,137,0,137,Ingreso Tarifario y Rentas por Congestión,7595.72916,sintetico
LVTA,EMPRESA_028,137,1,138,Valorización de Entregas,8649973.076135,real
LVTA,EMPRESA_028,137,1,138,Valorización de Retiros,-3647541.263905,real
LVTA,EMPRESA_028,137,1,138,Ingreso Tarifario y Rentas por Congestión,71808.297069,real
LVTA,EMPRESA_028,138,0,138,Valorización de Entregas,12649093.284836,sintetico
LVTA,EMPRESA_028,138,0,138,Valorización de Retiros,-2005544.118564,sintetico
LVTA,EMPRESA_028,138,0,138,Ingreso Tarifario y Rentas por Congestión,16728.382927,sintetico
LVTA,EMPRESA_028,138,1,139,Valorización de Entregas,12808438.77366,real
LVTA,EMPRESA_028,138,1,139,Valorización de Retiros,-1911455.696752,real
LVTA,EMPRESA_028,138,1,139,Ingreso Tarifario y Rentas por Congestión,86303.638192,real
LVTA,EMPRESA_028,139,0,139,Valorización de Entregas,553549.873005,real
LVTA,EMPRESA_028,139,0,139,Valorización de Retiros,-3075407.162309,real
LVTA,EMPRESA_028,139,0,139,Ingreso Tarifario y Rentas por Congestión,122810.695004,real
LVTA,EMPRESA_029,120,0,120,Valorización de Entregas,2608343.542193,sintetico
LVTA,EMPRESA_029,120,0,120,Valorización de Retiros,-712765.820131,sintetico
LVTA,EMPRESA_029,120,0,120,Ingreso Tarifario y Rentas por Congestión,106117.817339,sintetico
LVTA,EMPRESA_029,120,1,121,Valorización de Entregas,2694008.713828,sintetico
LVTA,EMPRESA_029,120,1,121,Valorización de Retiros,-827254.306801,sintetico
LVTA,EMPRESA_029,120,1,121,Ingreso Tarifario y Rentas por Congestión,185235.903974,sintetico
LVTA,EMPRESA_029,120,2,122,Valorización de Entregas,2795139.093646,sintetico
LVTA,EMPRESA_029,120,2,122,Valorización de Retiros,-862678.947221,sintetico
LVTA,EMPRESA_029,120,2,122,Ingreso Tarifario y Rentas por Congestión,138718.868475,sintetico
LVTA,EMPRESA_029,120,3,123,Valorización de Entregas,2747453.51983,sintetico
LVTA,EMPRESA_029,120,3,123,Valorización de Retiros,-836882.880597,sintetico
LVTA,EMPRESA_029,120,3,123,Ingreso Tarifario y Rentas por Congestión,154216.042967,sintetico
LVTA,EMPRESA_029,120,4,125,Valorización de Entregas,2686132.461916,sintetico
LVTA,EMPRESA_029,120,4,125,Valorización de Retiros,-766602.087003,sintetico
LVTA,EMPRESA_029,120,4,125,Ingreso Tarifario y Rentas por Congestión,160532.545087,sintetico
LVTA,EMPRESA_029,121,0,121,Valorización de Entregas,804278.824263,sintetico
LVTA,EMPRESA_029,121,0,121,Valorización de Retiros,-169914.779785,sintetico
LVTA,EMPRESA_029,121,0,121,Ingreso Tarifario y Rentas por Congestión,-49165.764278,sintetico
LVTA,EMPRESA_029,121,1,122,Valorización de Entregas,815834.471605,sintetico
LVTA,EMPRESA_029,121,1,122,Valorización de Retiros,-157412.833236,sintetico
LVTA,EMPRESA_029,121,1,122,Ingreso Tarifario y Rentas por Congestión,-50206.040169,sintetico
LVTA,EMPRESA_029,121,2,123,Valorización de Entregas,787567.797634,sintetico
LVTA,EMPRESA_029,121,2,123,Valorización de Retiros,-152471.737674,sintetico
LVTA,EMPRESA_029,121,2,123,Ingreso Tarifario y Rentas por Congestión,-36682.55716,sintetico
LVTA,EMPRESA_029,121,3,124,Valorización de Entregas,770913.342525,sintetico
LVTA,EMPRESA_029,121,3,124,Valorización de Retiros,-148124.048073,sintetico
LVTA,EMPRESA_029,121,3,124,Ingreso Tarifario y Rentas por Congestión,-31465.537552,sintetico
LVTA,EMPRESA_029,121,4,127,Valorización de Entregas,769899.364311,sintetico
LVTA,EMPRESA_029,121,4,127,Valorización de Retiros,-138587.366915,sintetico
LVTA,EMPRESA_029,121,4,127,Ingreso Tarifario y Rentas por Congestión,-38227.028396,sintetico
LVTA,EMPRESA_029,122,0,122,Valorización de Entregas,2143226.430785,sintetico
LVTA,EMPRESA_029,122,0,122,Valorización de Retiros,-688620.461216,sintetico
LVTA,EMPRESA_029,122,0,122,Ingreso Tarifario y Rentas por Congestión,114955.554731,sintetico
LVTA,EMPRESA_029,122,1,123,Valorización de Entregas,1960213.702258,sintetico
LVTA,EMPRESA_029,122,1,123,Valorización de Retiros,-540971.720204,sintetico
LVTA,EMPRESA_029,122,1,123,Ingreso Tarifario y Rentas por Congestión,94357.769545,sintetico
LVTA,EMPRESA_029,122,2,124,Valorización de Entregas,2019106.18347,sintetico
LVTA,EMPRESA_029,122,2,124,Valorización de Retiros,-562092.476121,sintetico
LVTA,EMPRESA_029,122,2,124,Ingreso Tarifario y Rentas por Congestión,73082.292651,sintetico
LVTA,EMPRESA_029,122,3,126,Valorización de Entregas,2056686.291221,sintetico
LVTA,EMPRESA_029,122,3,126,Valorización de Retiros,-638224.601079,sintetico
LVTA,EMPRESA_029,122,3,126,Ingreso Tarifario y Rentas por Congestión,128696.465957,sintetico
LVTA,EMPRESA_029,122,4,129,Valorización de Entregas,2060656.505346,sintetico
LVTA,EMPRESA_029,122,4,129,Valorización de Retiros,-561785.096836,sintetico
LVTA,EMPRESA_029,122,4,129,Ingreso Tarifario y Rentas por Congestión,58827.42989,sintetico
LVTA,EMPRESA_029,123,0,123,Valorización de Entregas,2224815.244917,sintetico
LVTA,EMPRESA_029,123,0,123,Valorización de Retiros,-916180.842823,sintetico
LVTA,EMPRESA_029,123,0,123,Ingreso Tarifario y Rentas por Congestión,18719.299505,sintetico
LVTA,EMPRESA_029,123,1,124,Valorización de Entregas,2088274.661137,sintetico
LVTA,EMPRESA_029,123,1,124,Valorización de Retiros,-792661.837029,sintetico
LVTA,EMPRESA_029,123,1,124,Ingreso Tarifario y Rentas por Congestión,-1462.468408,sintetico
LVTA,EMPRESA_029,123,2,125,Valorización de Entregas,2100499.793231,sintetico
LVTA,EMPRESA_029,123,2,125,Valorización de Retiros,-849859.764601,sintetico
LVTA,EMPRESA_029,123,2,125,Ingreso Tarifario y Rentas por Congestión,14341.68477,sintetico
LVTA,EMPRESA_029,123,3,128,Valorización de Entregas,2149174.245446,sintetico
LVTA,EMPRESA_029,123,3,128,Valorización de Retiros,-850073.452022,sintetico
LVTA,EMPRESA_029,123,3,128,Ingreso Tarifario y Rentas por Congestión,-36709.404423,sintetico
LVTA,EMPRESA_029,123,4,132,Valorización de Entregas,2127280.284001,sintetico
LVTA,EMPRESA_029,123,4,132,Valorización de Retiros,-852340.523109,sintetico
LVTA,EMPRESA_029,123,4,132,Ingreso Tarifario y Rentas por Congestión,-4986.541692,sintetico
LVTA,EMPRESA_029,124,0,124,Valorización de Entregas,561721.331893,sintetico
LVTA,EMPRESA_029,124,0,124,Valorización de Retiros,-170386.77076,sintetico
LVTA,EMPRESA_029,124,0,124,Ingreso Tarifario y Rentas por Congestión,1952.111667,sintetico
LVTA,EMPRESA_029,124,1,125,Valorización de Entregas,549652.315754,sintetico
LVTA,EMPRESA_029,124,1,125,Valorización de Retiros,-145398.108049,sintetico
LVTA,EMPRESA_029,124,1,125,Ingreso Tarifario y Rentas por Congestión,-2217.900905,sintetico
LVTA,EMPRESA_029,124,2,126,Valorización de Entregas,565668.862437,sintetico
LVTA,EMPRESA_029,124,2,126,Valorización de Retiros,-142939.317782,sintetico
LVTA,EMPRESA_029,124,2,126,Ingreso Tarifario y Rentas por Congestión,-16937.650655,sintetico
LVTA,EMPRESA_029,124,3,130,Valorización de Entregas,576978.690627,sintetico
LVTA,EMPRESA_029,124,3,130,Valorización de Retiros,-157263.139037,sintetico
LVTA,EMPRESA_029,124,3,130,Ingreso Tarifario y Rentas por Congestión,-15076.94989,sintetico
LVTA,EMPRESA_029,124,4,135,Valorización de Entregas,581679.630464,sintetico
LVTA,EMPRESA_029,124,4,135,Valorización de Retiros,-169260.744701,sintetico
LVTA,EMPRESA_029,124,4,135,Ingreso Tarifario y Rentas por Congestión,-9149.394163,sintetico
LVTA,EMPRESA_029,125,0,125,Valorización de Entregas,10478545.879732,sintetico
LVTA,EMPRESA_029,125,0,125,Valorización de Retiros,-4626963.363747,sintetico
LVTA,EMPRESA_029,125,0,125,Ingreso Tarifario y Rentas por Congestión,510764.318315,sintetico
LVTA,EMPRESA_029,125,1,126,Valorización de Entregas,10152482.929194,sintetico
LVTA,EMPRESA_029,125,1,126,Valorización de Retiros,-4839190.135012,sintetico
LVTA,EMPRESA_029,125,1,126,Ingreso Tarifario y Rentas por Congestión,922095.932718,sintetico
LVTA,EMPRESA_029,125,2,127,Valorización de Entregas,10252995.795254,sintetico
LVTA,EMPRESA_029,125,2,127,Valorización de Retiros,-4511800.558989,sintetico
LVTA,EMPRESA_029,125,2,127,Ingreso Tarifario y Rentas por Congestión,532395.998535,sintetico
LVTA,EMPRESA_029,125,3,131,Valorización de Entregas,10541021.968846,sintetico
LVTA,EMPRESA_029,125,3,131,Valorización de Retiros,-4838513.193695,sintetico
LVTA,EMPRESA_029,125,3,131,Ingreso Tarifario y Rentas por Congestión,518302.602549,sintetico
LVTA,EMPRESA_029,125,4,136,Valorización de Entregas,10497338.770375,sintetico
LVTA,EMPRESA_029,125,4,136,Valorización de Retiros,-5010585.476962,sintetico
LVTA,EMPRESA_029,125,4,136,Ingreso Tarifario y Rentas por Congestión,752607.537787,sintetico
LVTA,EMPRESA_029,126,0,126,Valorización de Entregas,7689880.084935,sintetico
LVTA,EMPRESA_029,126,0,126,Valorización de Retiros,-3121198.648788,sintetico
LVTA,EMPRESA_029,126,0,126,Ingreso Tarifario y Rentas por Congestión,302595.897853,sintetico
LVTA,EMPRESA_029,126,1,127,Valorización de Entregas,8178364.097224,sintetico
LVTA,EMPRESA_029,126,1,127,Valorización de Retiros,-3331764.642832,sintetico
LVTA,EMPRESA_029,126,1,127,Ingreso Tarifario y Rentas por Congestión,296414.148708,sintetico
LVTA,EMPRESA_029,126,2,128,Valorización de Entregas,8055542.006179,sintetico
LVTA,EMPRESA_029,126,2,128,Valorización de Retiros,-3475055.535622,sintetico
LVTA,EMPRESA_029,126,2,128,Ingreso Tarifario y Rentas por Congestión,608882.865143,sintetico
LVTA,EMPRESA_029,126,3,133,Valorización de Entregas,8193647.816953,sintetico
LVTA,EMPRESA_029,126,3,133,Valorización de Retiros,-3460087.496826,sintetico
LVTA,EMPRESA_029,126,3,133,Ingreso Tarifario y Rentas por Congestión,491631.365473,sintetico
LVTA,EMPRESA_029,127,0,127,Valorización de Entregas,17669202.428076,sintetico
LVTA,EMPRESA_029,127,0,127,Valorización de Retiros,-1191780.568257,sintetico
LVTA,EMPRESA_029,127,0,127,Ingreso Tarifario y Rentas por Congestión,-582434.842018,sintetico
LVTA,EMPRESA_029,127,1,128,Valorización de Entregas,17397770.751592,sintetico
LVTA,EMPRESA_029,127,1,128,Valorización de Retiros,-1784754.213802,sintetico
LVTA,EMPRESA_029,127,1,128,Ingreso Tarifario y Rentas por Congestión,-385970.53269,sintetico
LVTA,EMPRESA_029,127,2,129,Valorización de Entregas,17253808.795267,sintetico
LVTA,EMPRESA_029,127,2,129,Valorización de Retiros,-1241469.626917,sintetico
LVTA,EMPRESA_029,127,2,129,Ingreso Tarifario y Rentas por Congestión,-531514.77405,sintetico
LVTA,EMPRESA_029,127,3,134,Valorización de Entregas,16690669.616608,sintetico
LVTA,EMPRESA_029,127,3,134,Valorización de Retiros,-1046740.751971,sintetico
LVTA,EMPRESA_029,127,3,134,Ingreso Tarifario y Rentas por Congestión,-55693.804237,sintetico
LVTA,EMPRESA_029,128,0,128,Valorización de Entregas,329102.611729,sintetico
LVTA,EMPRESA_029,128,0,128,Valorización de Retiros,-128379.756061,sintetico
LVTA,EMPRESA_029,128,0,128,Ingreso Tarifario y Rentas por Congestión,17747.104932,sintetico
LVTA,EMPRESA_029,128,1,129,Valorización de Entregas,322159.986308,sintetico
LVTA,EMPRESA_029,128,1,129,Valorización de Retiros,-127943.714562,sintetico
LVTA,EMPRESA_029,128,1,129,Ingreso Tarifario y Rentas por Congestión,27431.304154,sintetico
LVTA,EMPRESA_029,128,2,130,Valorización de Entregas,321666.289369,sintetico
LVTA,EMPRESA_029,128,2,130,Valorización de Retiros,-121075.000744,sintetico
LVTA,EMPRESA_029,128,2,130,Ingreso Tarifario y Rentas por Congestión,19221.803874,sintetico
LVTA,EMPRESA_029,128,3,136,Valorización de Entregas,327743.270037,sintetico
LVTA,EMPRESA_029,128,3,136,Valorización de Retiros,-124916.14537,sintetico
LVTA,EMPRESA_029,128,3,136,Ingreso Tarifario y Rentas por Congestión,18679.512533,sintetico
LVTA,EMPRESA_029,129,0,129,Valorización de Entregas,11637115.042619,sintetico
LVTA,EMPRESA_029,129,0,129,Valorización de Retiros,-4407343.40991,sintetico
LVTA,EMPRESA_029,129,0,129,Ingreso Tarifario y Rentas por Congestión,131880.177891,sintetico
LVTA,EMPRESA_029,129,1,130,Valorización de Entregas,12761563.246828,sintetico
LVTA,EMPRESA_029,129,1,130,Valorización de Retiros,-4870950.380674,sintetico
LVTA,EMPRESA_029,129,1,130,Ingreso Tarifario y Rentas por Congestión,-101720.791154,sintetico
LVTA,EMPRESA_029,129,2,131,Valorización de Entregas,12485597.604512,sintetico
LVTA,EMPRESA_029,129,2,131,Valorización de Retiros,-4994048.314101,sintetico
LVTA,EMPRESA_029,129,2,131,Ingreso Tarifario y Rentas por Congestión,106962.344589,sintetico
LVTA,EMPRESA_029,129,3,137,Valorización de Entregas,12449694.91336,sintetico
LVTA,EMPRESA_029,129,3,137,Valorización de Retiros,-4612870.88501,sintetico
LVTA,EMPRESA_029,129,3,137,Ingreso Tarifario y Rentas por Congestión,-282528.361551,sintetico
LVTA,EMPRESA_029,130,0,130,Valorización de Entregas,611503.851425,sintetico
LVTA,EMPRESA_029,130,0,130,Valorización de Retiros,-255421.001069,sintetico
LVTA,EMPRESA_029,130,0,130,Ingreso Tarifario y Rentas por Congestión,-9788.416756,sintetico
LVTA,EMPRESA_029,130,1,131,Valorización de Entregas,651078.745441,sintetico
LVTA,EMPRESA_029,130,1,131,Valorización de Retiros,-281132.689932,sintetico
LVTA,EMPRESA_029,130,1,131,Ingreso Tarifario y Rentas por Congestión,-7669.105009,sintetico
LVTA,EMPRESA_029,130,2,132,Valorización de Entregas,629318.598516,sintetico
LVTA,EMPRESA_029,130,2,132,Valorización de Retiros,-278857.319074,sintetico
LVTA,EMPRESA_029,130,2,132,Ingreso Tarifario y Rentas por Congestión,15419.575158,sintetico
LVTA,EMPRESA_029,130,3,138,Valorización de Entregas,647843.188437,sintetico
LVTA,EMPRESA_029,130,3,138,Valorización de Retiros,-276010.218065,sintetico
LVTA,EMPRESA_029,130,3,138,Ingreso Tarifario y Rentas por Congestión,-843.771872,sintetico
LVTA,EMPRESA_029,131,0,131,Valorización de Entregas,2873119.355133,sintetico
LVTA,EMPRESA_029,131,0,131,Valorización de Retiros,-937358.865123,sintetico
LVTA,EMPRESA_029,131,0,131,Ingreso Tarifario y Rentas por Congestión,231553.396691,sintetico
LVTA,EMPRESA_029,131,1,132,Valorización de Entregas,2755748.298369,sintetico
LVTA,EMPRESA_029,131,1,132,Valorización de Retiros,-896989.692007,sintetico
LVTA,EMPRESA_029,131,1,132,Ingreso Tarifario y Rentas por Congestión,223829.402138,sintetico
LVTA,EMPRESA_029,131,2,133,Valorización de Entregas,2729707.479255,sintetico
LVTA,EMPRESA_029,131,2,133,Valorización de Retiros,-875456.699942,sintetico
LVTA,EMPRESA_029,131,2,133,Ingreso Tarifario y Rentas por Congestión,208731.427287,sintetico
LVTA,EMPRESA_029,131,3,138,Valorización de Entregas,2756638.556646,sintetico
LVTA,EMPRESA_029,131,3,138,Valorización de Retiros,-862777.418495,sintetico
LVTA,EMPRESA_029,131,3,138,Ingreso Tarifario y Rentas por Congestión,191712.791148,sintetico
LVTA,EMPRESA_029,132,0,132,Valorización de Entregas,3618224.816502,sintetico
LVTA,EMPRESA_029,132,0,132,Valorización de Retiros,-1130792.0658,sintetico
LVTA,EMPRESA_029,132,0,132,Ingreso Tarifario y Rentas por Congestión,252428.970098,sintetico
LVTA,EMPRESA_029,132,1,133,Valorización de Entregas,3629265.102096,sintetico
LVTA,EMPRESA_029,132,1,133,Valorización de Retiros,-1103744.418772,sintetico
LVTA,EMPRESA_029,132,1,133,Ingreso Tarifario y Rentas por Congestión,183605.732777,sintetico
LVTA,EMPRESA_029,132,2,134,Valorización de Entregas,3540813.923892,sintetico
LVTA,EMPRESA_029,132,2,134,Valorización de Retiros,-1071471.904897,sintetico
LVTA,EMPRESA_029,132,2,134,Ingreso Tarifario y Rentas por Congestión,217317.983605,sintetico
LVTA,EMPRESA_029,132,3,139,Valorización de Entregas,3592385.872612,real
LVTA,EMPRESA_029,132,3,139,Valorización de Retiros,-1113964.703054,real
LVTA,EMPRESA_029,132,3,139,Ingreso Tarifario y Rentas por Congestión,226312.139842,real
LVTA,EMPRESA_029,133,0,133,Valorización de Entregas,524626.947491,sintetico
LVTA,EMPRESA_029,133,0,133,Valorización de Retiros,-2316870.736427,sintetico
LVTA,EMPRESA_029,133,0,133,Ingreso Tarifario y Rentas por Congestión,141051.738036,sintetico
LVTA,EMPRESA_029,133,1,134,Valorización de Entregas,490635.224864,sintetico
LVTA,EMPRESA_029,133,1,134,Valorización de Retiros,-2213200.575496,sintetico
LVTA,EMPRESA_029,133,1,134,Ingreso Tarifario y Rentas por Congestión,136982.746232,sintetico
LVTA,EMPRESA_029,133,2,135,Valorización de Entregas,491454.657428,real
LVTA,EMPRESA_029,133,2,135,Valorización de Retiros,-2113560.207365,real
LVTA,EMPRESA_029,133,2,135,Ingreso Tarifario y Rentas por Congestión,83481.263537,real
LVTA,EMPRESA_029,134,0,134,Valorización de Entregas,16134373.583823,sintetico
LVTA,EMPRESA_029,134,0,134,Valorización de Retiros,-6704139.645747,sintetico
LVTA,EMPRESA_029,134,0,134,Ingreso Tarifario y Rentas por Congestión,-8539.429576,sintetico
LVTA,EMPRESA_029,134,1,135,Valorización de Entregas,15572521.657194,real
LVTA,EMPRESA_029,134,1,135,Valorización de Retiros,-6036620.522466,real
LVTA,EMPRESA_029,134,1,135,Ingreso Tarifario y Rentas por Congestión,-399655.107528,real
LVTA,EMPRESA_029,135,0,135,Valorización de Entregas,2086727.275639,sintetico
LVTA,EMPRESA_029,135,0,135,Valorización de Retiros,-784605.575271,sintetico
LVTA,EMPRESA_029,135,0,135,Ingreso Tarifario y Rentas por Congestión,-28498.068668,sintetico
LVTA,EMPRESA_029,135,1,136,Valorización de Entregas,1895598.346924,sintetico
LVTA,EMPRESA_029,135,1,136,Valorización de Retiros,-713850.926095,sintetico
LVTA,EMPRESA_029,135,1,136,Ingreso Tarifario y Rentas por Congestión,17441.359771,sintetico
LVTA,EMPRESA_029,135,2,137,Valorización de Entregas,1938762.454311,real
LVTA,EMPRESA_029,135,2,137,Valorización de Retiros,-707029.67935,real
LVTA,EMPRESA_029,135,2,137,Ingreso Tarifario y Rentas por Congestión,-22962.035561,real
LVTA,EMPRESA_029,136,0,136,Valorización de Entregas,66670.832933,sintetico
LVTA,EMPRESA_029,136,0,136,Valorización de Retiros,-240522.383574,sintetico
LVTA,EMPRESA_029,136,0,136,Ingreso Tarifario y Rentas por Congestión,11870.768141,sintetico
LVTA,EMPRESA_029,136,1,137,Valorización de Entregas,68234.57016,real
LVTA,EMPRESA_029,136,1,137,Valorización de Retiros,-227626.860307,real
LVTA,EMPRESA_029,136,1,137,Ingreso Tarifario y Rentas por Congestión,4982.131647,real
LVTA,EMPRESA_029,137,0,137,Valorización de Entregas,467713.67142,sintetico
LVTA,EMPRESA_029,137,0,137,Valorización de Retiros,-105136.500137,sintetico
LVTA,EMPRESA_029,137,0,137,Ingreso Tarifario y Rentas por Congestión,2411.988017,sintetico
LVTA,EMPRESA_029,137,1,138,Valorización de Entregas,497543.943357,real
LVTA,EMPRESA_029,137,1,138,Valorización de Retiros,-129330.086109,real
LVTA,EMPRESA_029,137,1,138,Ingreso Tarifario y Rentas por Congestión,11391.037652,real
LVTA,EMPRESA_029,138,0,138,Valorización de Entregas,11431.941202,sintetico
LVTA,EMPRESA_029,138,0,138,Valorización de Retiros,-2568.36477,sintetico
LVTA,EMPRESA_029,138,0,138,Ingreso Tarifario y Rentas por Congestión,400.102368,sintetico
LVTA,EMPRESA_029,138,1,139,Valorización de Entregas,11385.728264,real
LVTA,EMPRESA_029,138,1,139,Valorización de Retiros,-2836.9784,real
LVTA,EMPRESA_029,138,1,139,Ingreso Tarifario y Rentas por Congestión,311.205136,real
LVTA,EMPRESA_029,139,0,139,Valorización de Entregas,3535511.874473,real
LVTA,EMPRESA_029,139,0,139,Valorización de Retiros,-16275358.833536,real
LVTA,EMPRESA_029,139,0,139,Ingreso Tarifario y Rentas por Congestión,-453633.422737,real
LVTA,EMPRESA_030,120,0,120,Valorización de Entregas,14301485.439951,sintetico
LVTA,EMPRESA_030,120,0,120,Valorización de Retiros,-6280410.235996,sintetico
LVTA,EMPRESA_030,120,0,120,Ingreso Tarifario y Rentas por Congestión,641541.372745,sintetico
LVTA,EMPRESA_030,120,1,121,Valorización de Entregas,14479051.339376,sintetico
LVTA,EMPRESA_030,120,1,121,Valorización de Retiros,-5831480.610548,sintetico
LVTA,EMPRESA_030,120,1,121,Ingreso Tarifario y Rentas por Congestión,534480.476071,sintetico
LVTA,EMPRESA_030,120,2,122,Valorización de Entregas,15077301.063144,sintetico
LVTA,EMPRESA_030,120,2,122,Valorización de Retiros,-6257657.029013,sintetico
LVTA,EMPRESA_030,120,2,122,Ingreso Tarifario y Rentas por Congestión,466718.598569,sintetico
LVTA,EMPRESA_030,120,3,123,Valorización de Entregas,14609816.412626,sintetico
LVTA,EMPRESA_030,120,3,123,Valorización de Retiros,-5739345.097678,sintetico
LVTA,EMPRESA_030,120,3,123,Ingreso Tarifario y Rentas por Congestión,393897.884152,sintetico
LVTA,EMPRESA_030,120,4,125,Valorización de Entregas,14843261.930987,sintetico
LVTA,EMPRESA_030,120,4,125,Valorización de Retiros,-5915100.07036,sintetico
LVTA,EMPRESA_030,120,4,125,Ingreso Tarifario y Rentas por Congestión,378554.636573,sintetico
LVTA,EMPRESA_030,121,0,121,Valorización de Entregas,2109946.487815,sintetico
